T1,Q1,AT1,I1,V1
292.15,2.46168635043023,0,15,-3.82188674626653
292.15,2.46130255072239,0,15,-3.82193332232139
292.15,2.46092122209379,0,15,-3.82197976755679
292.15,2.46054233273662,0,15,-3.82202608360349
292.15,2.46016585123269,0,15,-3.82207227207279
292.15,2.45979174654906,0,15,-3.82211833455675
292.15,2.4594199880338,0,15,-3.82216427262842
292.15,2.45905054541149,0,15,-3.82221008784203
292.15,2.45868338877921,0,15,-3.82225578173327
292.15,2.45831848860212,0,15,-3.8223013558194
292.15,2.4579558157094,0,15,-3.82234681159956
292.15,2.4575953412901,0,15,-3.82239215055493
292.15,2.4572370368889,0,15,-3.82243737414893
292.15,2.45688087440229,0,15,-3.82248248382744
292.15,2.45652682607431,0,15,-3.82252748101901
292.15,2.45617486449291,0,15,-3.82257236713502
292.15,2.45582496258555,0,15,-3.82261714356991
292.15,2.45547709361566,0,15,-3.82266181170139
292.15,2.45513123117874,0,15,-3.82270637289059
292.15,2.45478734919834,0,15,-3.82275082848226
292.15,2.45444542192243,0,15,-3.82279517980498
292.15,2.45410542391963,0,15,-3.82283942817133
292.15,2.45376733007561,0,15,-3.82288357487808
292.15,2.45343111558913,0,15,-3.82292762120638
292.15,2.45309675596869,0,15,-3.8229715684219
292.15,2.45276422702881,0,15,-3.82301541777506
292.15,2.4524335048865,0,15,-3.82305917050118
292.15,2.45210456595771,0,15,-3.82310282782066
292.15,2.45177738695389,0,15,-3.82314639093913
292.15,2.45145194487844,0,15,-3.82318986104767
292.15,2.45112821702344,0,15,-3.82323323932292
292.15,2.45080618096617,0,15,-3.82327652692729
292.15,2.45048581456575,0,15,-3.82331972500911
292.15,2.45016709595993,0,15,-3.82336283470278
292.15,2.44985000356169,0,15,-3.82340585712896
292.15,2.4495345160561,0,15,-3.82344879339469
292.15,2.44922061239706,0,15,-3.82349164459358
292.15,2.4489082718041,0,15,-3.82353441180596
292.15,2.44859747375941,0,15,-3.82357709609903
292.15,2.44828819800441,0,15,-3.82361969852699
292.15,2.44798042453704,0,15,-3.82366222013124
292.15,2.44767413360836,0,15,-3.82370466194048
292.15,2.44736930571992,0,15,-3.82374702497089
292.15,2.44706592162046,0,15,-3.82378931022626
292.15,2.44676396230309,0,15,-3.82383151869813
