,dataset_name,severity_description.x,severity_level,Conclusion,second_buy,Label,battery,battery_category,X10_60,X10_75,X10_100,X10_125,X10_150,X40_60,X40_75,X40_100,X40_125,X40_150,X30_75,X30_100,X30_125,X30_150
32,500mAh2-20S0C,"No effect, local heating, internal discharge – 2",2,TP,89.8,1,Rec,Lab/Generic,0.683006536,0.592929293,0.488278388,0.383045977,0.315130024,0.668253968,0.536111111,0.421311475,0.365503876,0.314414414,0.541304348,0.456807512,0.402083333,0.295592287
33,500mAh2-40S0C,"No effect, local heating, internal discharge – 2",2,TP,97,1,Rec,Lab/Generic,0.667973856,0.589393939,0.493772894,0.422988506,0.366666667,0.587301587,0.505555556,0.456830601,0.386821705,0.365165165,0.325362319,0.333333333,0.298958333,0.07982374
34,500mAh2-60S0C,"No effect, local heating, internal discharge – 2",2,TP,105.8,1,Rec,Lab/Generic,0.274509804,0.292929293,0.317948718,0.283908046,0.263829787,0.417460317,0.366666667,0.36010929,0.325968992,0.290990991,0.381884058,0.343661972,0.322222222,0.041832975
35,500mAh2-80S0C,"No effect, local heating, internal discharge – 2",2,TP,113.4,1,Rec,Lab/Generic,0.494117647,0.381818182,0.290842491,0.285057471,0.273522459,0.501587302,0.359259259,0.328415301,0.317829457,0.294894895,0.551449275,0.453051643,0.380555556,0.298898072
36,500mAh3-100S0C,"No effect, local heating, internal discharge – 2",2,TP,124,1,Rec,Lab/Generic,0.523529412,0.468181818,0.396336996,0.335632184,0.325295508,0.59047619,0.528703704,0.427868852,0.36124031,0.342342342,0.589855072,0.501408451,0.445138889,0.35785124
37,500mAh3-20S0C,"No effect, local heating, internal discharge – 2",2,FP,101,0,Rec,Lab/Generic,0.634640523,0.585858586,0.515384615,0.467816092,0.417257683,0.688888889,0.568518519,0.47704918,0.424031008,0.36966967,0.576086957,0.508920188,0.446180556,0.198798134
38,500mAh3-40S0C,"No effect, local heating, internal discharge – 2",2,TP,115.4,1,Rec,Lab/Generic,0.568627451,0.525757576,0.451648352,0.397126437,0.345862884,0.649206349,0.593518519,0.508196721,0.438372093,0.365465465,0.523188406,0.444600939,0.357986111,0.0523412
39,500mAh3-60S0C,"No effect, local heating, internal discharge – 2",2,FP,103.5,0,Rec,Lab/Generic,0.594117647,0.496464646,0.43040293,0.337643678,0.310874704,0.603174603,0.521296296,0.42568306,0.352325581,0.296096096,0.556521739,0.458685446,0.386805556,0.131398762
40,500mAh3-80S0C,"No effect, local heating, internal discharge – 2",2,TP,119.3,1,Rec,Lab/Generic,0.588888889,0.520707071,0.43003663,0.373275862,0.330496454,0.626984127,0.552777778,0.440437158,0.387209302,0.345045045,0.523188406,0.438497653,0.376041667,0.023289175
41,LCO-LP-6400mAh-100SOC-cell1,"Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,TP,24.8,1,LCO,Lab/Custom,0.405228758,0.376262626,0.284981685,0.25,0.224822695,0.568253968,0.444444444,0.371038251,0.313953488,0.26893714,0.524637681,0.468075117,0.389583333,0.366666667
42,LCO-LP-6400mAh-100SOC-cell2,"Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,TP,21.3,1,LCO,Lab/Custom,0.283660131,0.219191919,0.158974359,0.124712644,0.102600473,0.287301587,0.198148148,0.142076503,0.129844961,0.09371894,0.523913043,0.455868545,0.370486111,0.387878788
43,LCO-LP-6400mAh-80SOC-Cell3,"Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,TP,31.8,1,LCO,Lab/Custom,0.412418301,0.40959596,0.364835165,0.33362069,0.306146572,0.571428571,0.512962963,0.480874317,0.426744186,0.35324232,0.542753623,0.449295775,0.400347222,0.361432507
44,LCO-LP6400mAh-80SOC-cell4,"Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,TP,75.5,1,LCO,Lab/Custom,0.548366013,0.498484848,0.448351648,0.391954023,0.340425532,0.625396825,0.544444444,0.459562842,0.383333333,0.334312325,0.550724638,0.462441315,0.366319444,0.352066116
45,LFP10Ah-60SOC-Cell17,"Moderate effect, extended joule heating, local reactions (no spread) – 3",3,FP,130.9,0,LCFP,Commercial (LFP),0.541830065,0.505050505,0.437728938,0.378735632,0.317730496,0.644444444,0.528703704,0.473224044,0.375193798,0.321921922,0.442753623,0.333802817,0.310416667,0.341329875
46,OE-10Ahr-NMC-0SOC-cell1,"Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,NA,129.1,2,NMC,Commercial (NMC),0.517647059,0.432828283,0.364102564,0.31408046,0.295035461,0.523809524,0.473148148,0.376502732,0.346511628,0.303128947,0.394202899,0.257746479,0.190625,0.238932714
47,OE-10Ahr-NMC-0SOC-cell2,"Moderate effect, extended joule heating, local reactions (no spread) – 3",3,NA,177.6,2,NMC,Commercial (NMC),0.621568627,0.559090909,0.436996337,0.351149425,0.300472813,0.603174603,0.521296296,0.392896175,0.338372093,0.295795796,0.553623188,0.448356808,0.382291667,0.326170799
48,OE-10Ahr-NMC-100SOC-cell10,"Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,NA,164.1,2,NMC,Commercial (NMC),0.258169935,0.269191919,0.226739927,0.177873563,0.146335697,0.384126984,0.271296296,0.190163934,0.134883721,0.0832142,0.465217391,0.396244131,0.336805556,0.280991736
49,OE-10Ahr-NMC-100SOC-cell11,"Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,TP,184.4,1,NMC,Commercial (NMC),0.179738562,0.138888889,0.100732601,0.100732601,0.100732601,0.095238095,0.065740741,0.071038251,0.086046512,0.071892437,0.547101449,0.444131455,0.383333333,0.163085399
50,OE-10Ahr-NMC-40SOC-cell1,"Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,TP,172.9,1,NMC,Commercial (NMC),0.514379085,0.425252525,0.345054945,0.297988506,0.273758865,0.614285714,0.468518519,0.352459016,0.325581395,0.293284911,0.556521739,0.409389671,0.302777778,0.325344353
51,OE-10AHr-NMC-40SOC-Cell4,"Moderate effect, extended joule heating, local reactions (no spread) – 3",3,TP,186.7,1,NMC,Commercial (NMC),0.541176471,0.497979798,0.446886447,0.382758621,0.337115839,0.719047619,0.585185185,0.483060109,0.423255814,0.373873874,0.554347826,0.470422535,0.389236111,0.306060606
52,OE-10Ahr-NMC-70SOC-cell6,"Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,TP,168.4,1,NMC,Commercial (NMC),0.464705882,0.411616162,0.31978022,0.250862069,0.206382979,0.547619048,0.434259259,0.271584699,0.192635659,0.153291479,0.385507246,0.374178404,0.353125,0.353168044
53,OE-10Ahr-NMC-70SOC-cell7,"Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,TP,168.3,1,NMC,Commercial (NMC),0.148148148,0.145959596,0.105860806,0.083045977,0.083028083,0.196825397,0.248148148,0.146448087,0.103875969,0.04891735,0.527536232,0.397183099,0.317361111,0.253168044
54,OE-10Ahr-NMC-80SOC-cell8,"Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,TP,162,1,NMC,Commercial (NMC),0.463398693,0.358080808,0.25970696,0.203735632,0.167612293,0.665079365,0.387962963,0.228961749,0.162403101,0.13232123,0.548550725,0.474647887,0.407291667,0.329476584
55,OE-10Ahr-NMC-80SOC-Cell9,"Physical effect, rupture of pouch, smoke, gas release, fire – 7",7,FP,172.1,1,NMC,Commercial (NMC),0.167973856,0.12979798,0.094139194,0.073850575,0.060756501,0.168253968,0.098148148,0.06284153,0.044573643,0.013892174,0.582608696,0.485915493,0.443402778,0.325895317
56,OE-LCO-6270mAh-40SOC,"Moderate effect, extended joule heating, local reactions (limited spread) – 4",NA,DID NOT DETECT EARLY,58.7,2,LCO,Commercial (LCO),0.526143791,0.489393939,0.442490842,0.406609195,0.364775414,0.614285714,0.574074074,0.466666667,0.415891473,0.372319847,0.557246377,0.455868545,0.403819444,0.266391185
57,OE-LCO-6340mAh-0SOC,"No effect, instant local Joule heating, no internal discharge – 1",1,NA,78.8,2,LCO,Commercial (LCO),0.339869281,0.354545455,0.361538462,0.315517241,0.294089835,0.553968254,0.457407407,0.421857923,0.356589147,0.321921922,0.452173913,0.308450704,0.280208333,0.345730028
58,OE-LCO-6400mAh-20SOC,"Moderate effect, extended joule heating, local reactions (no spread) – 3",3,TP,68.4,1,LCO,Commercial (LCO),0.40130719,0.361616162,0.343223443,0.337931034,0.319148936,0.507936508,0.42962963,0.408196721,0.379844961,0.351951952,0.580434783,0.476995305,0.392013889,0.398898072
59,OE-LCO-6470mAh-60SOC,"Physical effect (pouch swelling), rupture of pouch, gas release –  6",6,TP,89.6,1,LCO,Commercial (LCO),0.394117647,0.384848485,0.356776557,0.304885057,0.270685579,0.587301587,0.556481481,0.460655738,0.37751938,0.313819732,0.586956522,0.479812207,0.418055556,0.363360882
60,OE-LCO-6490mAh-60SOC,"Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,FN,80.2,1,LCO,Commercial (LCO),0.515686275,0.416666667,0.36996337,0.324712644,0.274231678,0.625396825,0.566666667,0.432240437,0.367829457,0.343819573,0.619565217,0.520657277,0.458333333,0.266666667
61,OE-LCO-6500mAh-20SOC,"Moderate effect, extended joule heating, local reactions (no spread) – 3",3,TP,69.4,1,LCO,Commercial (LCO),0.485620915,0.432828283,0.372161172,0.339942529,0.310874704,0.615873016,0.542592593,0.464480874,0.407751938,0.363963964,0.42826087,0.372769953,0.322916667,0.339669421
62,OE-LCO-6500mAh-40SOC,"Moderate effect, extended joule heating, local reactions (limited spread) – 4",4,TP,55.9,1,LCO,Commercial (LCO),0.454248366,0.392929293,0.342124542,0.325862069,0.307801418,0.536507937,0.539814815,0.421857923,0.376744186,0.32897321,0.476811594,0.43286385,0.390972222,0.315702479
63,OE-LCO-6550mAh-20SOC,"Moderate effect, extended joule heating, local reactions (no spread) – 3",3,TP,63.9,1,LCO,Commercial (LCO),0.275163399,0.27020202,0.283150183,0.263505747,0.253900709,0.526984127,0.464814815,0.404371585,0.345736434,0.315015015,0.549275362,0.458685446,0.383333333,0.348760331
64,OE-LCO-6560mAh-0SOC,"Moderate effect, extended joule heating, local reactions (no spread) – 3",3,TP,63.9,1,LCO,Commercial (LCO),0.467973856,0.44040404,0.384615385,0.338218391,0.298345154,0.704761905,0.580555556,0.462295082,0.393410853,0.351651652,0.363768116,0.34741784,0.309722222,0.325619835
