"","temperature","detected_value_rt","detected_offline"
"1",21.9101724,0,0
"2",21.9320027,0,0
"3",21.9133587969925,0,0
"4",21.9068894117647,0,0
"5",21.88536,0,0
"6",21.9084142574257,0,0
"7",21.92984,0,0
"8",21.91873,0,0
"9",21.89999,0,0
"10",21.8940732323232,0,0
"11",21.90175,0,0
"12",21.8978728282828,0,0
"13",21.87659,0,0
"14",21.89766,0,0
"15",21.8895296039604,0,0
"16",21.880797,0,0
"17",21.8923859,0,0
"18",21.893134,0.0104166666666667,0
"19",21.9092656435644,0.0104166666666667,0
"20",21.8895748039216,0.0104166666666667,0
"21",21.901235050505,0.03125,0
"22",21.89473,0.03125,0
"23",21.888733030303,0.03125,0
"24",21.90293,0.03125,0
"25",21.89355,0.0416666666666667,0
"26",21.9313965346535,0.0520833333333333,0
"27",21.96905,0.0520833333333333,0
"28",21.95267,0.0520833333333333,0
"29",21.98133,0.0520833333333333,0
"30",21.9493627722772,0.0520833333333333,0
"31",21.9579593,0.0520833333333333,0
"32",21.9607254,0.0416666666666667,0
"33",21.9473649,0.0416666666666667,0
"34",21.9439017,0.0416666666666667,0
"35",21.9452195959596,0.0416666666666667,0
"36",21.9608337313433,0.0416666666666667,0
"37",21.9595202985075,0.0416666666666667,0
"38",21.9737007,0.0416666666666667,0
"39",21.9710316831683,0.03125,0
"40",21.9927826732673,0.03125,0
"41",21.96905,0.0208333333333333,0
"42",21.99654,0.0208333333333333,0
"43",21.9866,0.0208333333333333,0
"44",21.9882058415842,0.0208333333333333,0
"45",22.0201171,0.0208333333333333,0
"46",22.0385698,0.0104166666666667,0
"47",22.0316434,0.0104166666666667,0
"48",22.0340593,0.0104166666666667,0
"49",22.0434057575758,0.0104166666666667,0
"50",21.9962892,0.0104166666666667,0
"51",22.0127711881188,-0.0104166666666667,0
"52",22.005976,-0.0104166666666667,0
"53",22.0134247524752,-0.0104166666666667,0
"54",21.994877238806,-0.0104166666666667,0
"55",22.003601119403,-0.0104166666666667,0
"56",22.0140216,-0.0208333333333333,0
"57",22.0083101,-0.03125,0
"58",22.015022,-0.03125,0
"59",21.9923804950495,-0.03125,0
"60",21.98543,-0.0416666666666667,0
"61",21.9708,-0.0416666666666667,0
"62",21.99713,-0.0416666666666667,0
"63",21.98718,-0.0520833333333333,0
"64",21.9496847474747,-0.0520833333333333,0
"65",21.943185,-0.0520833333333333,0
"66",21.9378996,-0.0520833333333333,0
"67",21.9312656,-0.0520833333333333,0
"68",21.942940990099,-0.0520833333333333,0
"69",21.9251227272727,-0.03125,0
"70",21.9204025373134,-0.03125,0
"71",21.9160294029851,-0.03125,0
"72",21.9097053,-0.03125,0
"73",21.9438666,-0.03125,0
"74",21.9417256,-0.0208333333333333,0
"75",21.9590456,-0.0104166666666667,0
"76",21.9525354,0,0
"77",21.9391983,0,0
"78",21.9378411,0,0
"79",21.9179744,0,0
"80",21.9004846,0,0
"81",21.8901801010101,0,0
"82",21.903679,0,0
"83",21.9400207920792,0,0
"84",21.9222166,0,0
"85",21.9199117,0,0
"86",21.9213684,0,0
"87",21.95104,0,0
"88",21.9634056,0,0
"89",21.944709,0,0
"90",21.9276838613861,0,0
"91",21.9361554,0,0
"92",21.9228563909774,0,0
"93",21.9254954887218,0,0
"94",21.9332536363636,0,0
"95",21.9224904,0,0
"96",21.9061194,0,0
"97",21.9195774,0,0
"98",21.931934950495,0,0
"99",21.9194577777778,0,0
"100",21.9343614,0,0
"101",21.9551386,0,0
"102",21.960937,0,0
"103",21.9359974,0,0
